,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,one day minutes,percentage of minutes,one day charge,percentage of charge,one day calls,percentage of calls
742,FL,116,415,394-6577,no,yes,17,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,11.4,3,3.08,5,False,693.5,0.035155125858138646,67.57,0.034101112194879706,344,0.03382424372334128
743,LA,158,408,359-6995,no,no,0,202.0,126,34.34,163.5,86,13.9,195.4,84,8.79,10.4,6,2.81,1,False,571.3,0.028960524012623803,59.84,0.030199948997211807,302,0.029694539547817058
744,MT,78,415,377-7561,no,no,0,191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,5,2.46,1,False,645.7,0.032732032828551014,64.72999999999999,0.0326678258454131,301,0.029596213257923627
745,WA,119,415,380-6631,no,yes,26,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1,False,560.6,0.028418116158720298,56.89,0.028711148035617973,307,0.03018617099728423
746,MI,120,415,390-8876,no,no,0,150.6,85,25.6,119.0,128,10.12,232.9,123,10.48,6.4,2,1.73,1,False,508.9,0.02579732307023325,47.93,0.024189230538709253,338,0.03323428598398068
747,KY,155,510,413-2201,no,no,0,184.6,102,31.38,196.0,117,16.66,226.5,122,10.19,7.8,1,2.11,1,False,614.9,0.031170709286473617,60.339999999999996,0.030452288143244657,342,0.03362759114355442
748,LA,106,408,374-2073,no,no,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,False,621.2,0.03149007092008036,68.31,0.03447457413100833,333,0.03274265453451351
749,NM,87,510,417-1272,yes,no,0,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11.0,6,2.97,1,False,509.9,0.025848015393027966,54.27,0.027388890910405826,332,0.032644328244620074
750,AL,146,415,358-1129,no,yes,32,154.0,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3,False,495.9,0.025138322873901883,50.830000000000005,0.025652797585699803,282,0.027728013749948377
751,MO,101,415,394-1211,no,yes,29,121.1,116,20.59,186.4,100,15.84,241.7,75,10.88,10.1,6,2.73,0,False,559.3000000000001,0.02835221613908717,50.04,0.025254101734967893,297,0.02920290809834989
752,CO,22,510,327-1319,no,yes,23,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,False,488.2,0.024747991988382536,54.18,0.027343469864119913,259,0.025466509082399398
753,TX,90,415,399-4413,no,no,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2,False,417.9,0.021184321695913687,40.489999999999995,0.020434424045740404,322,0.03166106534568573
754,NY,41,415,393-9985,no,no,0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,1,False,595.1,0.030167001295138152,60.05,0.030305931438545597,318,0.031267760186112
755,OR,69,415,401-8377,no,no,0,167.5,76,28.48,242.1,92,20.58,101.2,103,4.55,11.4,4,3.08,2,False,522.2,0.026471530963403034,56.69,0.028610212377204833,275,0.027039729720694343
756,WY,33,415,331-3202,no,no,0,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,14,2.65,2,False,612.2,0.03103384001492788,66.08,0.0333491415397018,292,0.028711276648882716
757,UT,112,415,358-5953,no,no,0,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,False,556.8000000000001,0.028225485332100366,52.220000000000006,0.026354300411671135,302,0.029694539547817058
758,LA,108,510,380-7624,no,yes,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,False,684.4,0.03469382572070669,76.39000000000001,0.03855237473089923,313,0.030776128736644832
759,NV,136,415,416-5261,no,yes,21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,False,690.7,0.035013187354313434,62.89,0.031739217788012204,309,0.030382823577071096
760,NC,128,510,417-5067,no,no,0,187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1,False,674.6,0.03419704095731843,66.88000000000001,0.033752884173354376,252,0.02477822505314536
761,NC,27,408,345-6515,no,no,0,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,False,582.6,0.029533347260204148,62.34000000000001,0.03146164472737607,322,0.03166106534568573
762,WY,161,415,406-1349,yes,no,0,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,1,False,642.8,0.03258502509244632,63.60999999999999,0.032102586158299515,338,0.03323428598398068
763,TN,33,415,360-9038,no,yes,35,186.8,124,31.76,261.0,69,22.19,317.8,103,14.3,15.0,5,4.05,0,False,780.6,0.039570427173558805,72.3,0.036488240516350495,301,0.029596213257923627
764,FL,120,415,348-3444,no,yes,31,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0,False,621.4,0.0315002093846393,58.48,0.029513586520002445,259,0.025466509082399398
765,CA,113,415,370-2892,no,no,0,187.6,97,31.89,208.2,118,17.7,158.9,101,7.15,8.7,6,2.35,2,False,563.4,0.028560054662545513,59.09,0.029821440278162525,322,0.03166106534568573
766,PA,122,415,383-4061,yes,no,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11.0,2,2.97,0,True,667.5,0.03383712546547592,71.1,0.03588262656587164,290,0.02851462406909585
767,WV,148,415,391-7937,no,yes,26,244.9,150,41.63,118.0,138,10.03,236.0,91,10.62,15.2,4,4.1,2,False,614.1,0.031130155428237844,66.38,0.03350054502732151,383,0.03765896902918521
768,NJ,74,415,389-4083,no,no,0,230.9,93,39.25,223.0,78,18.96,157.8,101,7.1,9.7,2,2.62,3,False,621.4000000000001,0.03150020938463931,67.93,0.034282796380023364,274,0.026941403430800905
769,MT,106,415,410-9633,no,no,0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11.0,3,2.97,1,False,593.1999999999999,0.030070685881828183,62.56999999999999,0.03157772073455117,305,0.029989518417497363
770,MN,179,415,418-9502,no,no,0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,False,589.6999999999999,0.029893262752046658,58.510000000000005,0.029528726868764416,273,0.026843077140907477
771,WI,149,415,339-6637,yes,yes,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,True,447.8,0.022700022147475827,44.67,0.022543979306575056,279,0.02743303488026808
772,ID,77,510,356-3403,no,no,0,189.5,112,32.22,207.0,95,17.6,214.1,91,9.63,9.2,7,2.48,0,False,619.8000000000001,0.031419101668167755,61.93,0.031254726627629126,305,0.029989518417497363
773,MA,127,408,371-9457,yes,no,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,True,534.7,0.02710518499833704,54.620000000000005,0.027565528312628824,350,0.03441420146270189
774,OR,80,415,391-8087,no,no,0,161.1,99,27.39,198.8,81,16.9,228.4,116,10.28,10.6,4,2.86,1,False,598.9,0.03035963212175809,57.43,0.028983674313333457,300,0.029497886968030188
775,MT,106,510,392-6420,no,no,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,False,579.5,0.029376201059540513,57.550000000000004,0.029044235708381338,261,0.025663161662186268
776,AL,61,415,399-4094,no,yes,20,254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,10.5,4,2.84,0,False,678.0,0.03436939485482048,71.14,0.03590281369755427,324,0.0318577179254726
777,ND,135,510,378-4013,yes,yes,24,127.7,54,21.71,215.0,105,18.28,234.3,84,10.54,5.8,4,1.57,2,False,582.8,0.02954348572476309,52.1,0.026293739016623248,247,0.02428659360367819
778,LA,115,415,386-6306,no,yes,26,170.5,107,28.99,217.2,77,18.46,225.7,71,10.16,13.6,5,3.67,6,False,627.0,0.03178408639228974,61.28,0.03092668573778642,260,0.02556483537229283
779,ND,167,408,359-3618,yes,no,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,False,641.0,0.032493778911415826,68.23,0.034434199867643074,295,0.02900625551856302
780,MS,107,510,340-8875,yes,no,0,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11.0,9,2.97,2,False,622.1,0.031535694010595604,72.00999999999999,0.03634188381165143,248,0.024384919893571624
781,WV,112,415,330-2693,yes,no,0,161.9,138,27.52,200.9,114,17.08,134.0,134,6.03,10.7,4,2.89,1,False,507.5,0.02572635381832064,53.519999999999996,0.027010382191356548,390,0.03834725305843925
782,WI,35,510,403-7627,no,yes,27,241.7,87,41.09,142.0,101,12.07,288.9,68,13.0,9.4,4,2.54,1,False,681.9999999999999,0.03457216414599936,68.7,0.03467139866491395,260,0.02556483537229283
783,KS,103,408,342-3678,yes,no,0,62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,3,False,522.8,0.026501946357079864,40.309999999999995,0.020343581953168578,272,0.026744750851014038
784,MO,107,415,344-9943,no,yes,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,False,675.4000000000001,0.03423759481555421,73.78999999999999,0.037240211171528384,350,0.03441420146270189
785,PA,69,415,390-5686,no,no,0,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,3,False,645.2,0.03270668666715365,70.51,0.03558486637355288,215,0.021140152327088303
786,SD,85,408,358-5826,no,no,0,209.8,82,35.67,194.5,94,16.53,200.4,85,9.02,11.3,3,3.05,0,False,616.0,0.03122647084154781,64.27,0.032435673831062876,264,0.025958140531866566
787,NJ,24,408,393-7826,no,no,0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3.0,2,True,668.0000000000001,0.03386247162687329,74.11,0.037401708224989415,299,0.029399560678136757
788,AL,90,415,335-9786,no,no,0,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,2,False,478.2,0.02424106876043533,55.75,0.028135814782663072,294,0.028907929228669586
789,ME,137,510,368-9860,no,no,0,110.5,79,18.79,223.2,111,18.97,169.5,64,7.63,10.5,3,2.84,3,False,513.7,0.026040646219647908,48.230000000000004,0.024340634026328967,257,0.02526985650261253
790,AZ,92,415,416-9522,yes,yes,45,281.1,88,47.79,198.0,103,16.83,94.3,76,4.24,7.5,3,2.03,0,False,580.9,0.029447170311453122,70.89,0.03577664412453785,270,0.026548098271227172
791,VT,38,415,416-7307,no,no,0,137.8,86,23.43,286.3,76,24.34,167.0,77,7.52,14.1,3,3.81,2,False,605.2,0.030678993755364835,59.099999999999994,0.029826487061083182,242,0.023794962154211022
792,NV,69,510,397-6789,yes,yes,33,271.5,98,46.16,253.4,102,21.54,165.4,85,7.44,8.2,2,2.21,1,True,698.5,0.03540858747211225,77.34999999999998,0.039036865891282295,287,0.02821964519941555
793,WI,45,408,335-9501,no,no,0,112.8,108,19.18,218.8,120,18.6,240.2,106,10.81,9.0,3,2.43,2,False,580.8,0.02944210107917365,51.02,0.02574868646119229,337,0.033135959694087246
794,HI,73,408,388-1250,no,no,0,187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1,False,609.6,0.030902039975661603,63.83,0.03221361538255396,318,0.031267760186112
795,DE,92,415,386-1374,no,no,0,197.0,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1,False,636.0,0.03224031729744222,66.45,0.033535872507766115,298,0.029301234388243322
796,AZ,113,415,346-8112,no,yes,32,180.4,89,30.67,129.4,124,11.0,166.9,124,7.51,8.4,2,2.27,1,False,485.1,0.024590845787718904,51.45,0.02596569812678054,339,0.033332612273874115
797,VA,68,408,364-9040,yes,no,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,True,580.9,0.029447170311453122,56.75,0.028640493074728775,379,0.03726566386961147
798,GA,135,415,366-3944,no,yes,22,197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,14.6,5,3.94,2,False,605.8000000000001,0.030709409149041668,65.56,0.03308670882782764,348,0.03421754888291502
799,AZ,100,415,331-9861,no,yes,26,153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,1,False,520.9,0.02640563094376989,51.74,0.02611205483147959,370,0.036380727260570574
800,MN,96,415,330-2881,no,yes,27,261.3,96,44.42,220.9,101,18.78,179.4,97,8.07,11.3,2,3.05,1,False,672.9,0.0341108640085674,74.32000000000001,0.03750769066632322,296,0.029104581808456452
801,ME,108,510,402-9558,no,no,0,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,1,False,638.1,0.03234677117531114,69.69,0.035171030174059,336,0.033037633404193814
802,FL,84,510,341-3180,no,no,0,191.0,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0,False,763.6,0.03870865768604856,72.46000000000001,0.03656898904308101,290,0.02851462406909585
803,WA,134,408,371-8598,no,no,0,208.3,86,35.41,253.6,89,21.56,291.0,86,13.1,12.6,3,3.4,1,False,765.5,0.03880497309935852,73.47,0.03707871411806737,264,0.025958140531866566
804,MT,72,415,398-8385,no,no,0,253.0,73,43.01,219.3,78,18.64,210.8,89,9.49,9.8,4,2.65,0,False,692.9,0.03512471046446182,73.79,0.0372402111715284,244,0.023991614733997888
805,AL,83,408,333-4154,no,no,0,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0,False,512.3,0.025969676967735295,57.94,0.02924106024228696,284,0.027924666329735247
806,WV,137,408,330-3589,no,no,0,174.4,120,29.65,156.3,98,13.29,136.5,121,6.14,10.2,5,2.75,0,False,477.40000000000003,0.024200514902199557,51.83,0.026157475877765506,344,0.03382424372334128
807,GA,56,415,417-1477,no,yes,30,127.1,89,21.61,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,1,False,505.9,0.025645246101849085,48.27,0.024360821158011595,319,0.03136608647600544
808,OH,61,510,327-5525,yes,yes,16,143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0,False,545.0999999999999,0.027632385155402128,54.71999999999999,0.027615996141835387,232,0.02281169925527668
809,DE,171,510,363-8244,no,yes,17,186.9,94,31.77,240.0,138,20.4,200.9,64,9.04,5.8,3,1.57,1,False,633.5999999999999,0.03211865572273489,62.78,0.031683703175884974,299,0.029399560678136757
810,NE,123,510,419-9104,no,no,0,194.0,118,32.98,242.0,114,20.57,146.3,108,6.58,12.1,4,3.27,1,False,594.4,0.030131516669181846,63.4,0.031996603716965714,344,0.03382424372334128
811,FL,58,510,363-1560,no,no,0,234.8,89,39.92,106.8,131,9.08,178.5,122,8.03,9.9,6,2.67,0,False,530.0,0.02686693108120185,59.7,0.03012929403632261,348,0.03421754888291502
812,AK,156,510,341-4075,no,no,0,123.7,96,21.03,103.0,80,8.76,189.4,82,8.52,13.1,4,3.54,1,False,429.20000000000005,0.021757144943494032,41.85,0.02112078652294977,262,0.0257614879520797
813,WI,166,510,366-9074,no,no,0,173.9,103,29.56,276.4,83,23.49,190.8,113,8.59,15.3,5,4.13,0,False,656.3999999999999,0.03327444068245451,65.77,0.03319269126916144,304,0.029891192127603924
814,WA,75,510,367-1424,no,yes,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1,False,518.4,0.02627890013678309,50.62,0.025546815144366,297,0.02920290809834989
815,KY,75,415,341-1191,no,no,0,314.6,102,53.48,169.8,86,14.43,285.1,100,12.83,5.7,3,1.54,2,True,775.2,0.039296688630467314,82.28,0.04152492987116623,291,0.028612950358989288
816,OH,83,510,342-9480,no,no,0,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1,False,659.1999999999999,0.03341637918627974,69.17999999999999,0.034913644245105485,298,0.029301234388243322
817,UT,243,510,355-9360,no,no,0,95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,2,False,530.0,0.02686693108120185,43.82,0.022115002758319208,279,0.02743303488026808
818,NM,153,408,343-1538,no,no,0,185.3,127,31.5,208.0,73,17.68,206.1,124,9.27,15.1,3,4.08,1,False,614.5,0.03115043235735573,62.53,0.03155753360286855,327,0.03215269679515291
819,MN,150,415,335-2331,no,no,0,146.3,133,24.87,202.7,95,17.23,234.7,103,10.56,13.1,3,3.54,1,False,596.8000000000001,0.030253178243889182,56.2,0.028362920014092637,334,0.032840980824406944
820,WV,92,510,335-7257,no,yes,16,184.0,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2,False,458.2,0.023227222304540922,49.53,0.024996715806014383,332,0.032644328244620074
821,MN,80,415,332-2137,no,no,0,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0,False,352.4,0.017863974552859492,33.79,0.01705307948890018,290,0.02851462406909585
822,AL,134,415,352-2998,no,no,0,178.0,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1,False,580.1,0.02940661645321735,57.14,0.028837317608634398,283,0.027826340039841815
823,PA,77,510,346-6941,no,yes,24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1,False,457.70000000000005,0.023201876143143563,46.49999999999999,0.023467540581055293,236,0.023205004414850416
824,DE,147,510,400-2203,no,no,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2,False,502.59999999999997,0.025477961436626506,56.629999999999995,0.028579931679680887,308,0.03028449728717766
825,MO,74,415,421-2955,no,no,0,172.1,105,29.26,211.7,99,17.99,182.2,105,8.2,11.6,6,3.13,1,False,577.6,0.029279885646230547,58.580000000000005,0.029564054349209015,315,0.0309727813164317
826,IL,138,510,331-6629,yes,no,0,169.3,82,28.78,217.9,147,18.52,184.2,77,8.29,9.4,9,2.54,1,False,580.8000000000001,0.029442101079173656,58.129999999999995,0.029336949117779444,315,0.0309727813164317
827,FL,143,415,343-6314,no,no,0,119.1,117,20.25,287.7,136,24.45,223.0,100,10.04,12.2,4,3.29,0,False,642.0,0.032544471234210545,58.03,0.029286481288572877,357,0.03510248549195592
828,HI,64,415,414-6638,no,no,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2,False,641.8,0.0325343327696516,61.330000000000005,0.030951919652389706,350,0.03441420146270189
829,ME,120,510,350-5883,no,no,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2,False,558.5999999999999,0.028316731513130855,61.42,0.030997340698675623,213,0.020943499747301437
830,CO,121,408,409-4447,yes,no,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3,True,516.1,0.026162307794355237,50.949999999999996,0.025713358980747683,331,0.03254600195472664
831,NH,88,415,376-4856,no,no,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2,False,670.1999999999999,0.03397399473702166,66.75999999999999,0.03369232277830648,280,0.02753136117016151
832,SC,87,408,335-1874,no,no,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,True,722.6999999999999,0.036635341683744486,83.14,0.04195895320234274,331,0.03254600195472664
833,IN,100,510,397-6255,no,no,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,False,580.4,0.029421824150055762,64.06,0.03232969138972908,321,0.03156273905579231
834,FL,104,415,381-5047,no,no,0,76.4,116,12.99,115.6,74,9.83,226.3,94,10.18,9.4,3,2.54,3,False,427.7,0.021681106459301946,35.54,0.017936266500015164,287,0.02821964519941555
835,GA,27,510,403-6850,no,no,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1,False,357.0,0.01809715923771521,35.72,0.018027108592586993,266,0.026154793111653436
836,IL,81,415,375-3658,no,yes,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,False,614.3,0.031140293892796784,65.15,0.032879790728080706,321,0.03156273905579231
837,NC,64,510,341-2603,yes,yes,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0,False,545.6,0.02765773131679949,48.79,0.02462325386988576,319,0.03136608647600544
838,VT,107,510,342-5062,no,yes,28,201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,1,False,744.1999999999999,0.037725226623830974,73.59,0.03713927551311526,348,0.03421754888291502
839,DC,88,415,354-1558,no,yes,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,False,646.0000000000001,0.03274724052538944,69.02,0.03483289571837497,269,0.02644977198133374
840,VT,111,408,351-9537,no,no,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9.0,6,2.43,3,False,604.1,0.030623232200290642,52.44,0.026465329635925582,348,0.03421754888291502
841,NV,77,415,401-1252,no,no,0,239.2,114,40.66,150.0,115,12.75,160.8,81,7.24,10.3,2,2.78,5,False,560.3,0.028402908461881878,63.43,0.03201174406572769,312,0.030677802446751397
842,OR,67,415,366-9538,yes,no,0,120.9,58,20.55,235.0,88,19.98,95.1,130,4.28,11.4,11,3.08,2,False,462.4,0.023440130060278747,47.89,0.02416904340702663,287,0.02821964519941555
843,AL,102,408,364-7622,no,no,0,224.7,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1,False,537.5,0.027247123502162254,61.010000000000005,0.030790422598928682,308,0.03028449728717766
844,ND,146,408,393-9918,no,yes,19,176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,1,False,569.4,0.028864208599313837,57.489999999999995,0.029013955010857396,258,0.025368182792505963
845,FL,144,415,376-4484,no,yes,51,283.9,98,48.26,192.0,109,16.32,196.3,85,8.83,10.0,4,2.7,1,False,682.2,0.034582302610558315,76.11,0.038411064809120835,296,0.029104581808456452
846,NE,96,415,410-6791,no,no,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1,True,677.4,0.03433897946114365,63.010000000000005,0.03179977918306009,335,0.03293930711430038
847,ND,70,415,343-2392,no,yes,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,False,585.3,0.029670216531749893,52.24,0.026364393977512446,282,0.027728013749948377
848,ME,149,408,408-4323,no,no,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,False,646.5,0.03277258668678679,68.53,0.034585603355262784,306,0.030087844707390794
849,IL,129,415,395-1718,no,no,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2,False,583.7,0.02958910881527834,63.71999999999999,0.03215810077042674,300,0.029497886968030188
850,WA,166,408,354-9492,no,no,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,False,584.1999999999999,0.0296144549766757,65.14,0.032874743945160045,343,0.03372591743344785
851,MA,136,408,367-8168,yes,no,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,True,494.4,0.025062284389709803,58.129999999999995,0.029336949117779444,273,0.026843077140907477
852,KS,149,510,340-3500,no,no,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,False,727.7,0.03688880329771809,73.06,0.03687179601832043,267,0.02625311940154687
853,RI,70,415,369-4962,no,no,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,False,638.4,0.03236197887214955,56.71,0.028620305943046147,305,0.029989518417497363
854,MO,120,415,334-8967,no,yes,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,False,707.7,0.03587495684182368,70.92,0.03579178447329982,308,0.03028449728717766
855,IA,66,510,402-2377,no,no,0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,2,False,630.0,0.031936163360673904,68.99,0.034817755369613006,383,0.03765896902918521
856,WY,104,408,366-3917,no,no,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,False,532.1,0.026973384959070767,54.58,0.027545341180946196,345,0.03392257001323472
